Name,TVT-split,year,Longitude,Latitude,North angle,Owner
55368_2,Trainning,2015,139.6918571,35.54598801,19.56363106,Google Street View
55373_1,Trainning,2015,139.6920335,35.54651708,19.44093704,Google Street View
55373_2,Trainning,2015,139.6920335,35.54651708,19.44093704,Google Street View
56373_2,Trainning,2015,139.7207962,35.62353679,21.7350769,Google Street View
56375_1,Trainning,2015,139.7208976,35.62373973,14.91655922,Google Street View
56375_2,Trainning,2015,139.7208976,35.62373973,14.91655922,Google Street View
56378_1,Trainning,2015,139.721,35.62398611,121.2362976,Google Street View
56378_2,Trainning,2015,139.721,35.62398611,121.2362976,Google Street View
56382_1,Trainning,2015,139.7211667,35.62440276,23.84604454,Google Street View
56382_2,Trainning,2015,139.7211667,35.62440276,23.84604454,Google Street View
56386_1,Trainning,2015,139.7213333,35.6248194,21.77156258,Google Street View
56386_2,Trainning,2015,139.7213333,35.6248194,21.77156258,Google Street View
55387_1,Trainning,2015,139.6927157,35.54790352,20.30974388,Google Street View
57170_1,Trainning,2015,135.5653232,34.73943446,46.65991974,Google Street View
56388_1,Trainning,2015,139.7214166,35.62502773,22.85549164,Google Street View
56388_2,Trainning,2015,139.7214166,35.62502773,22.85549164,Google Street View
55390_1,Trainning,2015,139.692868,35.54820818,19.16950798,Google Street View
55391_1,Trainning,2015,139.6929188,35.54830973,19.19169426,Google Street View
55391_2,Trainning,2015,139.6929188,35.54830973,19.19169426,Google Street View
55392_1,Trainning,2015,139.6929695,35.54841129,19.37015533,Google Street View
55393_1,Trainning,2015,139.6930203,35.54851284,19.14701462,Google Street View
55394_1,Trainning,2015,139.6930711,35.54861439,18.90582275,Google Street View
55396_1,Trainning,2015,139.6931667,35.54880556,19.22695541,Google Street View
55397_2,Trainning,2015,139.6932145,35.54890805,19.07422256,Google Street View
55398_1,Trainning,2015,139.6932623,35.54901055,19.22849655,Google Street View
55399_1,Trainning,2015,139.6933102,35.54911304,19.43452454,Google Street View
55400_1,Trainning,2015,139.693358,35.54921554,19.61157799,Google Street View
55402_1,Trainning,2015,139.6934536,35.54942052,19.30284882,Google Street View
55403_1,Trainning,2015,139.6935015,35.54952302,18.97760963,Google Street View
55404_1,Trainning,2015,139.6935493,35.54962551,18.78972626,Google Street View
55406_1,Trainning,2015,139.693645,35.5498305,18.95298767,Google Street View
55407_1,Trainning,2015,139.6936928,35.54993299,18.99271584,Google Street View
55410_1,Trainning,2015,139.6938363,35.55024047,19.20054626,Google Street View
55412_1,Trainning,2015,139.6939319,35.55044545,19.45312119,Google Street View
55413_1,Trainning,2015,139.6939798,35.55054794,19.84596062,Google Street View
55414_1,Trainning,2015,139.6940276,35.55065043,20.03166389,Google Street View
55415_1,Trainning,2015,139.6940754,35.55075293,19.75286484,Google Street View
55419_2,Trainning,2015,139.6942667,35.55116289,19.03244591,Google Street View
55420_1,Trainning,2015,139.6943146,35.55126538,19.38721848,Google Street View
55421_1,Trainning,2015,139.6943624,35.55136787,21.9419632,Google Street View
55422_1,Trainning,2015,139.6944102,35.55147036,24.64834976,Google Street View
55423_1,Trainning,2015,139.6944581,35.55157286,25.87174034,Google Street View
55426_1,Trainning,2015,139.6946016,35.55188033,16.36033821,Google Street View
55427_1,Trainning,2015,139.6946494,35.55198282,16.37940979,Google Street View
55428_1,Trainning,2015,139.6946972,35.55208531,16.62539101,Google Street View
55430_1,Trainning,2015,139.6947929,35.55229029,18.34724236,Google Street View
55431_1,Trainning,2015,139.6948407,35.55239278,18.74723434,Google Street View
55488_1,Trainning,2015,139.6967045,35.55827771,14.46054459,Google Street View
55489_1,Trainning,2015,139.6967301,35.55838534,14.4442606,Google Street View
55492_2,Trainning,2015,139.6968067,35.55870823,14.45082664,Google Street View
55497_1,Trainning,2015,139.6969346,35.55924637,7.575927258,Google Street View
55499_1,Trainning,2015,139.6969857,35.55946163,5.062980175,Google Street View
55500_1,Trainning,2015,139.6970112,35.55956926,3.356631517,Google Street View
55501_1,Trainning,2015,139.6970219,35.55967729,2.472098112,Google Street View
55502_1,Trainning,2015,139.6970051,35.55978606,1.212887883,Google Street View
55506_1,Trainning,2015,139.6969382,35.56022114,355.223175,Google Street View
55507_1,Trainning,2015,139.6969215,35.5603299,354.3789673,Google Street View
55508_1,Trainning,2015,139.6969047,35.56043867,354.3499451,Google Street View
55510_1,Trainning,2015,139.6968713,35.56065621,354.6277161,Google Street View
55514_2,Trainning,2015,139.6968043,35.56109128,356.3283081,Google Street View
55515_1,Trainning,2015,139.6967876,35.56120005,355.9750061,Google Street View
55516_1,Trainning,2015,139.6967709,35.56130882,355.5645142,Google Street View
55516_2,Trainning,2015,139.6967709,35.56130882,355.5645142,Google Street View
55517_1,Trainning,2015,139.6967541,35.56141759,355.3379211,Google Street View
55517_2,Trainning,2015,139.6967541,35.56141759,355.3379211,Google Street View
55521_1,Trainning,2015,139.6966872,35.56185265,355.0634155,Google Street View
55522_1,Trainning,2015,139.6966705,35.56196142,355.0878296,Google Street View
55523_1,Trainning,2015,139.6966537,35.56207019,355.1520691,Google Street View
55528_2,Trainning,2015,139.6965701,35.56261402,355.4849548,Google Street View
55529_1,Trainning,2015,139.6965533,35.56272278,354.1708984,Google Street View
55529_2,Trainning,2015,139.6965533,35.56272278,354.1708984,Google Street View
55533_2,Trainning,2015,139.6964864,35.56315785,354.1516724,Google Street View
55542_2,Trainning,2015,139.6964722,35.5641269,174.815506,Google Street View
55543_1,Trainning,2015,139.6964722,35.56423651,174.3187866,Google Street View
55545_1,Trainning,2015,139.6964722,35.56445574,174.9272919,Google Street View
55557_1,Trainning,2015,139.6964411,35.5656622,354.2091064,Google Street View
55560_1,Trainning,2015,139.6963945,35.56598883,354.5724792,Google Street View
55562_1,Trainning,2015,139.6963633,35.56620658,354.495697,Google Street View
55562_2,Trainning,2015,139.6963633,35.56620658,354.495697,Google Street View
55564_1,Trainning,2015,139.6963322,35.56642433,354.5498047,Google Street View
55564_2,Trainning,2015,139.6963322,35.56642433,354.5498047,Google Street View
55566_1,Trainning,2015,139.6963011,35.56664209,354.5325623,Google Street View
55567_1,Trainning,2015,139.6962856,35.56675096,354.7113037,Google Street View
55567_2,Trainning,2015,139.6962856,35.56675096,354.7113037,Google Street View
55570_2,Trainning,2015,139.6962389,35.56707759,354.7748718,Google Street View
55571_1,Trainning,2015,139.6962234,35.56718647,354.6221619,Google Street View
55571_2,Trainning,2015,139.6962234,35.56718647,354.6221619,Google Street View
55575_1,Trainning,2015,139.6961612,35.56762197,354.4308777,Google Street View
55577_1,Trainning,2015,139.69613,35.56783972,354.6109009,Google Street View
55577_2,Trainning,2015,139.69613,35.56783972,354.6109009,Google Street View
55578_1,Trainning,2015,139.6961145,35.56794859,354.5842896,Google Street View
55581_1,Trainning,2015,139.6960678,35.56827521,353.7854614,Google Street View
55582_1,Trainning,2015,139.6960523,35.56838409,352.7738953,Google Street View
55584_2,Trainning,2015,139.6960212,35.56860183,350.1878662,Google Street View
55592_1,Trainning,2015,139.6959618,35.56946886,268.852417,Google Street View
55597_1,Trainning,2015,139.6961382,35.56999779,9.608617783,Google Street View
55598_2,Trainning,2015,139.6961734,35.57010357,11.15751743,Google Street View
55599_1,Trainning,2015,139.6962087,35.57020936,12.38619328,Google Street View
55600_1,Trainning,2015,139.6962439,35.57031514,14.18348598,Google Street View
55601_2,Trainning,2015,139.6962792,35.57042093,16.50607491,Google Street View
55602_1,Trainning,2015,139.6963145,35.57052671,18.32236671,Google Street View
55603_1,Trainning,2015,139.6963497,35.57063249,19.08020401,Google Street View
55604_1,Trainning,2015,139.696385,35.57073828,20.29192734,Google Street View
55606_1,Trainning,2015,139.6964555,35.57094985,22.52926636,Google Street View
55608_1,Trainning,2015,139.6721517,35.52138244,347.9294434,Google Street View
55615_2,Trainning,2015,139.6728243,35.52192059,256.723053,Google Street View
55709_1,Trainning,2015,139.6833031,35.52675509,39.5748291,Google Street View
55710_1,Trainning,2015,139.6834022,35.5268294,38.77835846,Google Street View
55717_1,Trainning,2015,139.6838093,35.52751794,27.71303749,Google Street View
55719_1,Trainning,2015,139.6839204,35.52771779,25.95629501,Google Street View
55721_1,Trainning,2015,139.6840314,35.52791764,21.93348122,Google Street View
55736_1,Trainning,2015,139.6964722,35.571,22.90320778,Google Street View
55740_2,Trainning,2015,139.6966753,35.57140611,21.99320793,Google Street View
55748_1,Trainning,2015,139.6971354,35.57213365,23.21514893,Google Street View
55750_2,Trainning,2015,139.6972639,35.57232634,207.4694366,Google Street View
55751_1,Trainning,2015,139.6973056,35.57238889,218.1013641,Google Street View
55752_2,Trainning,2015,139.6973544,35.57249103,231.8459015,Google Street View
55753_1,Trainning,2015,139.6974033,35.57259318,202.2060699,Google Street View
55754_1,Trainning,2015,139.6974521,35.57269532,22.98673248,Google Street View
55756_2,Trainning,2015,139.6975498,35.57289961,209.4388123,Google Street View
55757_1,Trainning,2015,139.6975987,35.57300176,22.54699326,Google Street View
55757_2,Trainning,2015,139.6975987,35.57300176,22.54699326,Google Street View
55759_1,Trainning,2015,139.6976964,35.57320605,202.4345093,Google Street View
55760_1,Trainning,2015,139.6977452,35.57330819,27.86289978,Google Street View
55761_1,Trainning,2015,139.6977941,35.57341033,20.94289589,Google Street View
55762_1,Trainning,2015,139.6978429,35.57351248,16.69459915,Google Street View
55764_1,Trainning,2015,139.6979406,35.57371676,22.2771492,Google Street View
55766_2,Trainning,2015,139.6980383,35.57392105,27.62598991,Google Street View
55767_1,Trainning,2015,139.6980872,35.57402319,23.86823273,Google Street View
55769_1,Trainning,2015,139.6981849,35.57422748,18.84756279,Google Street View
55770_1,Trainning,2015,139.6982337,35.57432962,20.43085098,Google Street View
55772_1,Trainning,2015,139.6983314,35.57453391,22.36914063,Google Street View
55773_1,Trainning,2015,139.6983803,35.57463605,22.13752174,Google Street View
55775_1,Trainning,2015,139.698478,35.57484033,22.00442505,Google Street View
55777_1,Trainning,2015,139.6985757,35.57504462,47.03750229,Google Street View
55778_1,Trainning,2015,139.6986245,35.57514676,20.48149681,Google Street View
55781_1,Trainning,2015,139.6987711,35.57545318,23.0576973,Google Street View
55782_1,Trainning,2015,139.6988199,35.57555532,23.4118042,Google Street View
55782_2,Trainning,2015,139.6988199,35.57555532,23.4118042,Google Street View
55786_1,Trainning,2015,139.6990153,35.57596389,22.68150139,Google Street View
55787_1,Trainning,2015,139.6990642,35.57606603,22.95319748,Google Street View
55787_2,Trainning,2015,139.6990642,35.57606603,22.95319748,Google Street View
55790_1,Trainning,2015,139.6992107,35.57637245,23.12221527,Google Street View
55791_1,Trainning,2015,139.6992596,35.57647459,22.45285797,Google Street View
55793_1,Trainning,2015,139.6993573,35.57667887,22.72436714,Google Street View
55794_1,Trainning,2015,139.6994061,35.576781,17.45423317,Google Street View
55795_1,Trainning,2015,139.699455,35.57688314,19.3071785,Google Street View
55795_2,Trainning,2015,139.699455,35.57688314,19.3071785,Google Street View
55796_2,Trainning,2015,139.6995038,35.57698528,22.24100494,Google Street View
55798_1,Trainning,2015,139.6996015,35.57718956,22.83530617,Google Street View
55800_1,Trainning,2015,139.6996992,35.57739384,23.57214165,Google Street View
55801_1,Trainning,2015,139.6997481,35.57749598,23.87741661,Google Street View
55802_1,Trainning,2015,139.6997969,35.57759812,24.23496056,Google Street View
55803_1,Trainning,2015,139.6998458,35.57770025,24.9730854,Google Street View
55804_1,Trainning,2015,139.6998946,35.57780239,24.90799141,Google Street View
55805_1,Trainning,2015,139.6999435,35.57790453,22.22413635,Google Street View
55806_1,Trainning,2015,139.6999923,35.57800667,22.21563339,Google Street View
55808_1,Trainning,2015,139.70009,35.57821094,20.98830223,Google Street View
55809_1,Trainning,2015,139.7001389,35.57831308,20.32039642,Google Street View
55810_1,Trainning,2015,139.7001877,35.57841522,20.47157288,Google Street View
55813_2,Trainning,2015,139.7003343,35.57872163,22.61353111,Google Street View
55815_2,Trainning,2015,139.7004119,35.5788793,22.63418007,Google Street View
55817_1,Trainning,2015,139.7005134,35.57908234,22.90473557,Google Street View
55819_2,Trainning,2015,139.7006149,35.57928537,23.00677872,Google Street View
55820_1,Trainning,2015,139.7448056,35.65238889,5.494991779,Google Street View
55820_2,Trainning,2015,139.7448056,35.65238889,5.494991779,Google Street View
55821_2,Trainning,2015,139.7448056,35.65249838,5.514263153,Google Street View
55822_1,Trainning,2015,139.7448056,35.65260787,4.511870861,Google Street View
55824_1,Trainning,2015,139.7448056,35.65282685,3.374735117,Google Street View
55825_1,Trainning,2015,139.7448056,35.65293634,2.698829412,Google Street View
55826_1,Trainning,2015,139.7448056,35.65304584,3.376370907,Google Street View
55827_1,Trainning,2015,139.7448056,35.65315533,3.192287207,Google Street View
55828_1,Trainning,2015,139.7448056,35.65326482,3.237989664,Google Street View
55829_2,Trainning,2015,139.7448056,35.65337431,359.3892517,Google Street View
55830_1,Trainning,2015,139.7448056,35.6534838,357.2652893,Google Street View
55835_1,Trainning,2015,139.7448056,35.65403124,281.3036194,Google Street View
55836_1,Trainning,2015,139.7448056,35.65414073,277.9576416,Google Street View
55843_1,Trainning,2015,139.7448056,35.65488077,272.5864868,Google Street View
55856_1,Trainning,2015,139.7444205,35.65621449,64.9156723,Google Street View
55859_2,Trainning,2015,139.7442684,35.65651879,332.1339417,Google Street View
55864_1,Trainning,2015,139.7440148,35.65702596,58.58866882,Google Street View
55865_1,Trainning,2015,139.7439641,35.6571274,336.5117493,Google Street View
55865_2,Trainning,2015,139.7439641,35.6571274,336.5117493,Google Street View
55866_2,Trainning,2015,139.7439134,35.65722883,336.4440002,Google Street View
55869_1,Trainning,2015,139.7437612,35.65753313,155.7393036,Google Street View
55869_2,Trainning,2015,139.7437612,35.65753313,155.7393036,Google Street View
55876_1,Trainning,2015,139.7434062,35.65824316,337.1110535,Google Street View
55876_2,Trainning,2015,139.7434062,35.65824316,337.1110535,Google Street View
55878_2,Trainning,2015,139.7433048,35.65844603,337.4694519,Google Street View
55879_2,Trainning,2015,139.7432541,35.65854746,337.2292786,Google Street View
55880_2,Trainning,2015,139.7432033,35.65864889,336.6889343,Google Street View
55881_1,Trainning,2015,139.7431526,35.65875032,337.0195618,Google Street View
55881_2,Trainning,2015,139.7431526,35.65875032,337.0195618,Google Street View
55882_1,Trainning,2015,139.7431019,35.65885175,337.5708618,Google Street View
55883_2,Trainning,2015,139.7430512,35.65895318,338.2061768,Google Street View
55884_1,Trainning,2015,139.7430005,35.65905462,338.2346802,Google Street View
55885_2,Trainning,2015,139.7429498,35.65915605,338.843689,Google Street View
55886_1,Trainning,2015,139.742899,35.65925748,344.0639954,Google Street View
55888_1,Trainning,2015,139.7428827,35.65944139,350.8919983,Google Street View
55889_1,Trainning,2015,139.7429043,35.65954946,352.4003601,Google Street View
55889_2,Trainning,2015,139.7429043,35.65954946,352.4003601,Google Street View
55891_1,Trainning,2015,139.7429476,35.65976559,198.3610535,Google Street View
55891_2,Trainning,2015,139.7429476,35.65976559,198.3610535,Google Street View
55892_1,Trainning,2015,139.7429692,35.65987365,191.5749054,Google Street View
55892_2,Trainning,2015,139.7429692,35.65987365,191.5749054,Google Street View
55893_1,Trainning,2015,139.7429908,35.65998171,188.3886261,Google Street View
55893_2,Trainning,2015,139.7429908,35.65998171,188.3886261,Google Street View
55894_2,Trainning,2015,139.7430124,35.66008978,191.421402,Google Street View
55895_1,Trainning,2015,139.743034,35.66019784,192.7693329,Google Street View
55895_2,Trainning,2015,139.743034,35.66019784,192.7693329,Google Street View
55896_1,Trainning,2015,139.7430556,35.6603059,194.6348267,Google Street View
55896_2,Trainning,2015,139.7430556,35.6603059,194.6348267,Google Street View
55899_2,Trainning,2015,139.7431205,35.66063009,21.62610817,Google Street View
55900_1,Trainning,2015,139.7431497,35.66073576,23.9928093,Google Street View
55902_2,Trainning,2015,139.7432966,35.66091934,27.72359848,Google Street View
55903_1,Trainning,2015,139.74337,35.66101114,29.40736008,Google Street View
55903_2,Trainning,2015,139.74337,35.66101114,29.40736008,Google Street View
55904_1,Trainning,2015,139.7434435,35.66110293,32.49602127,Google Street View
55905_1,Trainning,2015,139.7435169,35.66119472,34.11086655,Google Street View
55906_2,Trainning,2015,139.7435903,35.66128651,34.79070663,Google Street View
55907_2,Trainning,2015,139.7436638,35.66137831,34.30620956,Google Street View
55908_2,Trainning,2015,139.7437372,35.6614701,33.47008896,Google Street View
55909_1,Trainning,2015,139.7438106,35.66156189,32.92231369,Google Street View
55909_2,Trainning,2015,139.7438106,35.66156189,32.92231369,Google Street View
55910_1,Trainning,2015,139.7438841,35.66165369,32.41783905,Google Street View
55911_1,Trainning,2015,139.7439575,35.66174548,32.03682327,Google Street View
55911_2,Trainning,2015,139.7439575,35.66174548,32.03682327,Google Street View
55913_2,Trainning,2015,139.7441044,35.66192906,34.21095276,Google Street View
55914_2,Trainning,2015,139.7441778,35.66202086,37.44769669,Google Street View
55915_2,Trainning,2015,139.7442512,35.66211268,37.7799263,Google Street View
55916_1,Trainning,2015,139.7443213,35.66220616,37.68261719,Google Street View
55916_2,Trainning,2015,139.7443213,35.66220616,37.68261719,Google Street View
55917_1,Trainning,2015,139.7443914,35.66229965,217.3415833,Google Street View
55917_2,Trainning,2015,139.7443914,35.66229965,217.3415833,Google Street View
55918_1,Trainning,2015,139.7444615,35.66239314,37.16812515,Google Street View
55918_2,Trainning,2015,139.7444615,35.66239314,37.16812515,Google Street View
55932_1,Trainning,2015,139.7059343,35.5867702,212.0983734,Google Street View
55933_1,Trainning,2015,139.7059934,35.58686868,212.0016022,Google Street View
55939_1,Trainning,2015,139.706348,35.58745957,28.68599129,Google Street View
55939_2,Trainning,2015,139.706348,35.58745957,28.68599129,Google Street View
55940_1,Trainning,2015,139.7064071,35.58755806,28.89093971,Google Street View
55940_2,Trainning,2015,139.7064071,35.58755806,28.89093971,Google Street View
55943_1,Trainning,2015,139.7065424,35.58776022,31.47372627,Google Street View
55944_1,Trainning,2015,139.7066125,35.58785377,32.07766724,Google Street View
55945_1,Trainning,2015,139.7066827,35.58794733,32.16433334,Google Street View
55946_1,Trainning,2015,139.7067529,35.58804088,31.940485,Google Street View
55947_1,Trainning,2015,139.706823,35.58813443,32.81663895,Google Street View
55948_1,Trainning,2015,139.7068932,35.58822798,31.60985374,Google Street View
55949_1,Trainning,2015,139.7069634,35.58832153,32.31483459,Google Street View
55950_1,Trainning,2015,139.7070335,35.58841508,15.56829929,Google Street View
55950_2,Trainning,2015,139.7070335,35.58841508,15.56829929,Google Street View
55952_2,Trainning,2015,139.7071739,35.58860219,32.27732849,Google Street View
55953_1,Trainning,2015,139.707244,35.58869574,32.20908737,Google Street View
55954_1,Trainning,2015,139.7073056,35.58877778,32.41661835,Google Street View
55954_2,Trainning,2015,139.7073056,35.58877778,32.41661835,Google Street View
55955_1,Trainning,2015,139.707379,35.58886963,31.21692467,Google Street View
55956_1,Trainning,2015,139.7074525,35.58896148,31.0934124,Google Street View
55957_1,Trainning,2015,139.707526,35.58905334,31.25273705,Google Street View
55959_1,Trainning,2015,139.707673,35.58923704,31.31116295,Google Street View
55959_2,Trainning,2015,139.707673,35.58923704,31.31116295,Google Street View
55960_1,Trainning,2015,139.7077464,35.58932889,32.07341003,Google Street View
55961_1,Trainning,2015,139.7078199,35.58942074,31.66658401,Google Street View
55962_1,Trainning,2015,139.7078934,35.58951259,32.77244186,Google Street View
55963_1,Trainning,2015,139.7079669,35.58960444,32.82697678,Google Street View
55963_2,Trainning,2015,139.7079669,35.58960444,32.82697678,Google Street View
55964_2,Trainning,2015,139.7080404,35.5896963,269.9551697,Google Street View
55965_1,Trainning,2015,139.7081138,35.58978815,32.24733353,Google Street View
55965_2,Trainning,2015,139.7081138,35.58978815,32.24733353,Google Street View
55966_1,Trainning,2015,139.7081873,35.58988,32.18487167,Google Street View
55966_2,Trainning,2015,139.7081873,35.58988,32.18487167,Google Street View
55967_1,Trainning,2015,139.7082608,35.58997185,32.06657791,Google Street View
55967_2,Trainning,2015,139.7082608,35.58997185,32.06657791,Google Street View
55968_1,Trainning,2015,139.7083343,35.5900637,31.80485535,Google Street View
55970_2,Trainning,2015,139.7084812,35.5902474,31.89363861,Google Street View
55972_2,Trainning,2015,139.7086282,35.5904311,32.04727936,Google Street View
55973_1,Trainning,2015,139.7087017,35.59052295,32.09336853,Google Street View
55973_2,Trainning,2015,139.7087017,35.59052295,32.09336853,Google Street View
55974_1,Trainning,2015,139.7087752,35.5906148,32.03628922,Google Street View
55974_2,Trainning,2015,139.7087752,35.5906148,32.03628922,Google Street View
55975_1,Trainning,2015,139.7088486,35.59070665,31.89977455,Google Street View
55975_2,Trainning,2015,139.7088486,35.59070665,31.89977455,Google Street View
55976_1,Trainning,2015,139.7089221,35.5907985,31.91152191,Google Street View
55977_1,Trainning,2015,139.7089956,35.59089035,31.98855972,Google Street View
55980_2,Trainning,2015,139.709216,35.5911659,32.02283478,Google Street View
55981_2,Trainning,2015,139.7092895,35.59125775,32.02797699,Google Street View
55985_2,Trainning,2015,139.7095834,35.59162514,32.26961136,Google Street View
55987_2,Trainning,2015,139.7097304,35.59180884,32.72517395,Google Street View
55988_1,Trainning,2015,139.7098039,35.59190069,212.3255157,Google Street View
55988_2,Trainning,2015,139.7098039,35.59190069,212.3255157,Google Street View
55990_2,Trainning,2015,139.7099508,35.59208439,212.1601563,Google Street View
55991_2,Trainning,2015,139.7100243,35.59217623,212.0523682,Google Street View
56003_1,Trainning,2015,139.7108315,35.59323343,216.7051544,Google Street View
56005_1,Trainning,2015,139.71096,35.59342608,215.8584747,Google Street View
56007_1,Trainning,2015,139.7110884,35.59361874,211.4719543,Google Street View
56008_1,Trainning,2015,139.7111526,35.59371507,204.1719513,Google Street View
56009_1,Trainning,2015,139.7112008,35.59381567,207.684082,Google Street View
56010_1,Trainning,2015,139.7112189,35.59392425,20.91043472,Google Street View
56010_2,Trainning,2015,139.7112189,35.59392425,20.91043472,Google Street View
56011_1,Trainning,2015,139.7112369,35.59403283,19.54920387,Google Street View
56011_2,Trainning,2015,139.7112369,35.59403283,19.54920387,Google Street View
56012_1,Trainning,2015,139.711255,35.59414141,18.30823326,Google Street View
56013_1,Trainning,2015,139.7112731,35.59424999,16.50077438,Google Street View
56014_1,Trainning,2015,139.7112912,35.59435856,15.98941231,Google Street View
56015_1,Trainning,2015,139.7113093,35.59446714,14.04866886,Google Street View
56016_1,Trainning,2015,139.7113274,35.59457572,12.48272705,Google Street View
56017_2,Trainning,2015,139.7113455,35.5946843,11.24167919,Google Street View
56018_1,Trainning,2015,139.7113636,35.59479288,9.236773491,Google Street View
56018_2,Trainning,2015,139.7113636,35.59479288,9.236773491,Google Street View
56020_2,Trainning,2015,139.7113998,35.59501003,328.9416504,Google Street View
56023_1,Trainning,2015,139.7114541,35.59533576,10.22053337,Google Street View
56029_1,Trainning,2015,139.7115681,35.59587573,9.319213867,Google Street View
56035_1,Trainning,2015,139.7117118,35.59652267,9.826078415,Google Street View
56035_2,Trainning,2015,139.7117118,35.59652267,9.826078415,Google Street View
56036_2,Trainning,2015,139.7117358,35.59663049,10.15790462,Google Street View
56038_1,Trainning,2015,139.7117837,35.59684613,10.09352112,Google Street View
56038_2,Trainning,2015,139.7117837,35.59684613,10.09352112,Google Street View
56160_2,Trainning,2015,139.7012298,35.58031823,22.95787239,Google Street View
56161_2,Trainning,2015,139.7012889,35.58041672,23.06042099,Google Street View
56162_2,Trainning,2015,139.701348,35.58051521,22.63269806,Google Street View
56164_2,Trainning,2015,139.7014662,35.58071219,22.43910599,Google Street View
56171_1,Trainning,2015,139.7018799,35.58140161,204.0193787,Google Street View
56171_2,Trainning,2015,139.7018799,35.58140161,204.0193787,Google Street View
56172_1,Trainning,2015,139.7019389,35.58150009,206.6581573,Google Street View
56172_2,Trainning,2015,139.7019389,35.58150009,206.6581573,Google Street View
56175_2,Trainning,2015,139.7021162,35.58179556,209.1883392,Google Street View
56176_1,Trainning,2015,139.7021753,35.58189404,209.8166809,Google Street View
56177_1,Trainning,2015,139.7022344,35.58199253,30.31138611,Google Street View
56187_2,Trainning,2015,139.7029519,35.58291908,32.11594009,Google Street View
56188_1,Trainning,2015,139.7030254,35.58301094,211.9097443,Google Street View
